numero_faq;problema;solucao;categoria_faq;;;;;
1000407;VISTORIA PARA OBTER O SIF;" Após concluídas as obras e instalações a firma fará uma solicitação ao Serviço de Inspeção Federal da Superintendência Federal do Ministério da Agricultura, pedindo a vistoria do estabelecimento para fins de obtenção do SIF. 
  
 Caso o técnico verifique que todas as obras de instalações e equipamentos propostos no projeto inicial foram executados e instalados, serão solicitadas ao industrial mais três (03) vias do projeto original, com vistas à obtenção do REGISTRO DEFINITIVO. Porém, se o técnico verificar que o projeto se acha incompleto, e que falhas porventura existentes não prejudicarão a manipulação do produto, e as obras estejam em andamento para uma conclusão breve, poderá ser fornecido ao industrial a RESERVA DO SIF, ficando protelado o REGISTRO DEFINITIVO. 
  
Ao proceder a vistoria do estabelecimento, o técnico solicitará a análise completa da água de abastecimento, condição sine qua non para uma indústria que venha operar com manipulação de produtos comestíveis. Solicitará ainda, a licença de operação, passada pelo órgão estadual do meio ambiente. 
  
Faculta-se a autorização de formulários e demais documentos do SIF, bem como aprovação prévia de rotulagens dos produtos a serem elaborados, após a Reserva do SIF pelo DIPOA. 
  
O processo deverá ser instruído com o Laudo de Inspeção Final, detalhando as instalações e certificando a conformidade, e com o Resultado de Análise de água, nos termos do Art.62 do RIISPOA, para encaminhamento ao DIPOA, para efeito de Reserva do SIF ou Registro. 
  
A instalação do Serviço de Inspeção Federal se fará por ato formal, oficializado ao interessado, designado o responsável pelo SIF e autorizando o início das atividades, após a Inspeção Federal ser dotada dos documentos oficiais necessários. ";PRODUTOS E SERVICOS-REGISTRO DE PRODUTO;;;;;
1000408;VALIDADE DE PRODUTO; Não há legislação que defina o prazo de validade dos produtos. Esta informação é de responsabilidade da empresa produtora e depende muito da qualidade da matéria prima usada, das condições das instalações onde se processa o produto, da qualidade microbiológica do produto, dos processos que atenuam o crescimento microbiano, das condições de armazenamento, da temperatura de armazenamento, da embalagem e etc. ;PRODUTOS E SERVICOS-REGISTRO DE PRODUTO;;;;;
1000409;QUAIS PRODUTOS É REGISTRADO NO MAPA? E QUAIS SÃO REGISTRADOS NA ANVISA?;" Não existe uma relação dos produtos que são registrados no MAPA e outra daqueles que são registrados na ANVISA. Tudo depende do tipo de produto e o fim a que se destina. 
  
No Ministério da Agricultura, Pecuária e Abastecimento/Mapa são registrados produtos como: carne, leite, ovos, pescado, mel, ração animal, bebidas (sucos, refrigerantes, água de coco, cerveja, alguns isotônicos, etc), grãos (arroz, feijão, ervilha, milho, etc), óleos, farinhas, empanados, salsichas, hamburguers, almôndega, lasanha, requeijão, iogurte. 
  
Desta forma, o Mapa registra produtos in natura, que ainda não foram processados ou que utilizam em sua composição mais de 50% de produtos aqui registrados, no caso, o iogurte, que é processado. 
  
Na ANVISA são registrados produtos processados, como ervilha em lata, condimentos, farinhas que têm recomendação especial, salgados prontos para consumo, pães, chocolates, domissanitários, etc. 
  
Para obter informações mais detalhadas a respeito dos produtos registrados na Agência Nacional de Vigilância Sanitária - ANVISA solicitamos contatar a mesma: 
  
<a href=""http://portal.anvisa.gov.br/contato"" target=""_blank"" title=""http://portal.anvisa.gov.br/contato"">http://portal.anvisa.gov.br/contato</a> 
  
Para obter maiores informações sobre os produtos registrados no Mapa, solicitamos que seja encaminhada demanda para o nível 2 de atendimento para que possa ser encaminhada à área responsável. ";PRODUTOS E SERVICOS-REGISTRO DE PRODUTO;;;;;
1000410;PRODUTO CLASSIFICADO; Produto classificado - é aquele que ao enquadrar-se nas situações de obrigatoriedade previstas na legislação, foi submetido à classificação, resultando na emissão do respectivo Certificado de Classificação correspondente ao lote amostrado. Produto certificado é aquele que se encontra inserido em processos de certificação comumente voluntários, os quais visam a incorporação de atributos de qualidade, tais como origem, sistema produtivo diferenciados, qualidade organoléptica, fatores relacionados à sanidade e qualidade, dentre outros. Esses atributos são atestados mediante monitoramento ou rastreamento efetuado na cadeia agroprodutiva e conferidos ao produto mediante “selos de qualidade”. Todo produto certificado que possua padrão oficial estabelecido pelo Ministério da Agricultura e se enquadre em uma das situações de obrigatoriedade da classificação estabelecidas pela legislação deverá ser classificado. ;PRODUTOS E SERVICOS-REGISTRO DE PRODUTO;;;;;
1000411;REGSITRO DE MADEIRA;" O registro de madeira é feito pelo Instituto Brasileiro do Meio Ambiente dos Recursos Naturais e Renováveis- IBAMA, para tanto é necessário entrar em contato diretamente com o órgão. O Ministério da Agricultura é responsável apenas pela fiscalização do transporte da Madeira. 
 
 Site  :  <a href=""http://www.ibama.gov.br/"" target=""_blank""> http://www.ibama.gov.br </a> 
 
Maiores esclarecimentos contatar as Superintendências do Ibama: 
 
<a href=""http://www.ibama.gov.br/component/content/article?id=640&amp;Itemid=581#centrooeste"" target=""_blank"" title=""http://www.ibama.gov.br/component/content/article?id=640&amp;Itemid=581#centrooeste"">http://www.ibama.gov.br/component/content/article?id=640&amp;Itemid=581#centrooeste</a> 
 
Para obter informações sobre o registro de madeira, o cidadão poderá verificar a: 
 
 Instrução Normativa nº 5 de 20/10/1992 - Ibama  ";PRODUTOS E SERVICOS-REGISTRO DE PRODUTO;;;;;
1000412;REGISTRO DE PRODUTO VEGETAL;" Para obter informações sobre registro de produtos de origem vegetal, bem como os formulários necessários para a execução dos registros, solicitamos: 
1. Acessar o endereço eletrônico: http://www.agricultura.gov.br; 
2. Clicar na opção: Sistemas;  
3. Clicar no item: SIPEAGRO. ";PRODUTOS E SERVICOS-REGISTRO DE PRODUTO;;;;;
1000413;REGISTRO DE PRODUTO ANIMAL ;" Para obter informações sobre registro de produtos de origem animal, solicitamos que seja feita uma consulta no <em>site</em> do Ministério da Agricultura, Pecuária e Abastecimento, conforme o procedimento indicado abaixo: 
  
1. Acessar o endereço eletrônico: <a href=""http://www.agricultura.gov.br/"" target=""_blank"">http://www.agricultura.gov.br</a> 
2. No Menu Assuntos, clique em: Registro de Produtos e Estabelecimentos 
3. Selecionar a opção: Produtos de origem animal 
  
Solicitamos entrar em contato com a Superintendência Federal de Agricultura do Estado, que lhe dará as informações sobre as exigências e documentação necessária. Endereços e contatos: 
  
<a href=""http://www.agricultura.gov.br/sfa"" target=""_blank"" title=""http://www.agricultura.gov.br/sfa"">http://www.agricultura.gov.br/sfa</a> ";PRODUTOS E SERVICOS-REGISTRO DE PRODUTO;;;;;
1000414;PRODUTOS REGISTRADO NO MAPA;" Todo estabelecimento que produza, fabrique, manipule, fracione, importe e comercialize produto destinado à alimentação animal deve, obrigatoriamente, estar registrado no Ministério da Agricultura, Pecuária e Abastecimento, conforme disposto no Decreto 6.296/07, atendendo as normas de boas práticas de fabricação.                                                            
As informações para registro de fábricas e produtos para alimentação animal estão dispostas na Instrução Normativa n° 15/09, disponíveis no portal MAPA  pelo link: 
 
http://www.agricultura.gov.br/assuntos/insumos-agropecuarios/insumos-pecuarios/alimentacao-animal/arquivos-alimentacao-animal/legislacao/instrucao-normativa-no-15-de-26-de-maio-de-2009.pdf 
 
As legislações para Alimentação Animal: 
 
http://www.agricultura.gov.br/assuntos/insumos-agropecuarios/insumos-pecuarios/alimentacao-animal/legislacao-alimentacao-animal 
 
Maiores informações poderão ser obtidas junto ao Serviço de Fiscalização de Insumos Pecuários - SEFIP, na Superintendência Federal de Agricultura, Pecuária e Abastecimento de jurisdição da empresa. 
  
Para localizar informações no site, solicitamos: 
1. Acessar o endereço eletrônico: <u>http</u><a href=""http://www.agricultura.gov.br/"" target=""_blank"">://www.agricultura.gov.br</a> ; 
2. Na aba assuntos, clicar em "" Insumos Agropecuários""; 
3. Clique em: ""Insumos Pecuários""; 
4. Clique em: ""Alimentação Animal""; 
5. Clique em: Registro e Cadastro"". 
 
Observação: Fornecer o número do telefone da SFA. ";PRODUTOS E SERVICOS-REGISTRO DE PRODUTO;;;;;
1000415;PRÓPOLIS / MEL / BALAS;" A própolis é registrada no Serviço de Inspeção Federal/Departamento de Inspeção de produtos de origem Animal SIF/DIPOA na forma de própolis bruta, como matéria-prima para outros produtos, ou na forma de extrato de própolis como alimento conforme Regulamento técnico de identidade e qualidade RTIQ aprovado pela Instrução Normativa n° 03/2001. 
  
Em relação ao mel, este é registrado também como alimento no Serviço de Inspeção Federal/Departamento de Inspeção de produtos de origem Animal SIF/DIPOA seguindo Regulamento técnico de identidade e qualidade RTIQ aprovado pela Instrução Normativa n° 11/2000. 
  
Em nenhum dos RTIQ citados acima consta a apresentação de mel e própolis na forma de balas. Tão pouco a adição nestes produtos de guaco, sendo que se admite adição de extratos vegetais nos produtos apícolas somente como aromatizantes atendendo à RDC n° 2/2007 da ANVISA, que é o caso dos compostos apícolas com aromatizantes (Ex: composto de mel e extrato de própolis sabor menta). 
  
Desta forma, Balas são de competência da ANVISA, sendo que esta agência possui REGULAMENTO TÉCNICO PARA BALAS, BOMBONS E GOMAS DE MASCAR” aprovado pela RESOLUÇÃO DE DIRETORIA COLEGIADA da ANVISA RDC/ANVISA Nº. 265, DE 22 DE SETEMBRO DE 2005. 
  
Contudo, se estas balas possuem alguma propriedade terapêutica o registro deve ser feito na Gerência de Medicamentos da ANVISA. Visto que o guaco consta da ""LISTA DE MEDICAMENTOS FITOTERÁPICOS DE REGISTRO SIMPLIFICADO"". Publicada na INSTRUÇÃO NORMATIVA N° 5 DE 11 DE DEZEMBRO DE 2008 da ANVISA. 
 
No mais, no endereço eletrônico <a href=""http://www.anvisa.gov.br/medicamentos/catef/propolis.htm"" target=""_blank"" title=""http://www.anvisa.gov.br/medicamentos/catef/propolis.htm"">http://www.anvisa.gov.br/medicamentos/catef/propolis.htm</a> consta nota técnica sobre o Registro de Produtos Contendo Própolis na ANVISA emitida pela Câmara Técnica de Medicamentos Fitoterápicos - CATEF da ANVISA. ";PRODUTOS E SERVICOS-REGISTRO DE PRODUTO;;;;;
1000416;REGISTRO ESPECIAL TEMPORÁRIO - RET;" As informações e os procedimentos a serem adotados junto ao MAPA, ANVISA e IBAMA, para efeito das avaliações preliminares e de obtenção do Registro Especial Temporário - RET, para produtos técnicos, pré-misturas, agrotóxicos e afins, destinados à pesquisa e experimentação, podem ser consultado na Instrução Normativa 25 de novembro de 2005. 
  
Data de Assinatura: 14/09/2005 
  
Data de Publicação: 15/09/2005 
 
Segue link de acesso a IN 25/2005: 
 
<a href=""http://www.agricultura.gov.br/assuntos/insumos-agropecuarios/insumos-agricolas/agrotoxicos/legislacao/arquivos-de-legislacao/inc-25-2005-ret"" target=""_blank"" title=""http://www.agricultura.gov.br/assuntos/insumos-agropecuarios/insumos-agricolas/agrotoxicos/legislacao/arquivos-de-legislacao/inc-25-2005-ret"">http://www.agricultura.gov.br/assuntos/insumos-agropecuarios/insumos-agricolas/agrotoxicos/legislacao/arquivos-de-legislacao/inc-25-2005-ret</a> ";PRODUTOS E SERVICOS-REGISTRO DE PRODUTO;;;;;
1000417;SIDALC;" Sidalc - Alianza de Servicios de Información Agropecuaria 
 
Formada hoje por 213 bibliotecas de 175 instituições, entre ministérios, universidades e institutos de pesquisa de 22 países das Américas, incluindo o Brasil, a aliança Sidalc reúne informação agrícola, pecuária, florestal e ambiental. 
Mantido pelo Instituto Interamericano de Cooperação para a Agricultura (IICA), é uma aliança internacional de serviços de informação que integra redes e sistemas de diversos países americanos, permitindo aos atores da agricultura e dos territórios rurais dispor de informação. 
Sua base de dados pode ser acessada de forma imediata em formato digital e, no caso de referências bibliográficas. O usuário pode solicitar à biblioteca, por formulário, para posterior envio. 
 
Para maiores informações e solicitações, deve se acessar o endereço  
<a href=""http://www.sidalc.net/"" target=""_blank"" title=""http://www.sidalc.net/"">http://www.sidalc.net/</a>  .       

  
OBS: (Esse tipo de atendimento não se encaminha para segundo Nível , usuário deve acessar a página informada) ";BIBLIOTECA-PUBLICACOES-SIDALC;;;;;
1000418;CONTROLE DE ESTABELECIMENTO - SIF;" Sistema de controle de todos estabelecimentos que recebem o número do SIF e exportadores para o Brasil. 
 
Geração de relatórios estatísticos a respeito da comercialização, produção, importação, exportação, abates, condenações referentes aos produtos/matérias primas destes estabelecimentos. 
 
Dados cadastrais e habilitações de produtos dos estabelecimentos estrangeiros que exportam para o Brasil. Controle e emissão de Certificados Sanitários Internacionais. 
 
Cadastro de dados referentes as auditorias feitas pelas áreas. Dados cadastrais e análises das solicitações de rótulos. 
 
Cadastro dos dados referentes ao Programa Nacional de Qualidade do Leite (PNQL) para gerência da qualidade do leite no Brasil. 
 
Disponibilização de informações (Circulares, Publicações e Informações em Geral) para os Fiscais Federais Agropecuários do DIPOA e para as empresas com SIF através de um quadro de Aviso eletrônico. 
 
Secretaria de Defesa Agropecuária - SDA/DIPOA 
 
<a href=""mailto:sigsif@agricultura.gov.br"" target=""_blank"">sigsif@agricultura.gov.br</a> ";SISTEMAS-SISTEMAS DE INFORMACAO-SIGSIF;;;;;
1000419;REGISTRO / ALTERÇÃO / NOVO USUARIO;"  Para a solicitação de criação de novo usuário, assim como qualquer dúvida, solicitação de demanda, dificuldade de acesso, e reclamação:  
 
Contatar o gestor responsável de seu Estado: 
 
http://sigsif.agricultura.gov.br/primeira_pagina/extranet/lista-gestores-estaduais-2017.pdf 
 
 Dúvidas relacionados ao registro, alteração e cancelamento de estabelecimentos, bem como dúvidas relacionadas a análise, alteração e cancelamento de rótulos:     
 
Contatar a Divisão de Registros e Cadastros - DREC: 
 
<a href=""mailto:registro.dipoa@agricultura.gov.br"" target=""_blank"">registro.dipoa@agricultura.gov.br</a> 
 
 Dúvidas relacionadas a emissão de certificados e habilitações de estabelecimentos:  
 
Contatar a Divisão de Habilitação e Certificação - DHC: 
 
<a href=""mailto:dhc.dipoa@agricultura.gov.br"" target=""_blank"">dhc.dipoa@agricultura.gov.br</a> 
 
 Gestores Nacionais (Divisão de Suporte à Gestão - DSG/DIPOA/SDA):  
 
PAULO IVO GONÇALVES BARREIRA GROBA - Gestor Títular 
WALSER VIANA BARBOSA JÚNIOR - Gestor Suplente 
PAULO FERNANDO BARROS MARTINS - Gestor Suplente 
 
E-mail: <a href=""mailto:sigsif@agricultura.gov.br"" target=""_blank"">sigsif@agricultura.gov.br</a> 
 
 Outras Informações:  
 
<a href=""mailto:atendimento.sistemas@agricultura.gov.br"" target=""_blank"">atendimento.sistemas@agricultura.gov.br</a> ";SISTEMAS-SISTEMAS DE INFORMACAO-SIGSIF;;;;;
